id,order_id,menu_item_id,price,quantity
1073,328,1790,25.18,2
1074,328,1923,12.29,1
1075,328,1991,17.53,2
1076,328,2084,20.21,2
1077,328,2125,17.14,1
1078,328,2179,18.79,1
1079,329,1546,18.34,3
1080,329,1669,20.77,1
1081,329,2086,7.95,3
1082,330,1850,17.95,3
1083,330,1809,5.56,3
1084,330,1456,7.23,1
1085,330,2279,12.74,1
1086,330,2245,21.06,2
1087,331,1439,24.46,1
1088,331,1465,24.88,2
1089,331,1580,20.35,1
1090,331,1642,29.72,1
1091,331,1995,29.96,2
1092,331,2290,25.04,3
1093,331,2310,13.53,3
1094,331,2352,12.31,3
1095,332,1819,28.57,3
1096,333,2376,12.52,1
1097,334,1528,25.34,1
1098,334,1935,16.86,2
1099,334,1945,25.7,2
1100,334,1977,21.25,3
1101,334,1998,11.92,2
1102,334,2165,9.6,2
1103,334,2280,15.64,2
1104,335,1986,27.3,1
1105,335,2233,23.61,1
1106,335,2128,26.33,1
1107,336,1549,5.97,2
1108,336,1424,9.54,1
1109,336,1536,9.26,3
1110,336,2139,24.8,3
1111,337,1395,14.47,3
1112,337,1435,15.82,2
1113,337,1720,8.75,1
1114,337,1878,8.75,3
1115,337,2379,22.78,2
1116,338,1584,28.18,2
1117,338,1655,21.18,2
1118,338,1794,25.26,1
1119,338,1816,28.8,3
1120,338,1866,28.33,1
1121,338,2066,27.83,1
1122,338,2347,7.96,3
1123,339,1476,10.69,2
1124,339,1844,11.25,3
1125,339,2168,15.24,3
1126,339,1823,12.06,3
1127,340,1879,13.22,3
1128,341,1503,19.21,1
1129,341,1530,11.83,1
1130,341,1733,12.76,1
1131,341,2233,23.61,1
1132,342,1459,18.86,2
1133,343,1810,16.81,1
1134,343,1692,26.81,1
1135,343,1676,25.03,2
1136,344,1452,19.08,2
1137,344,2379,22.78,3
1138,344,2030,28.21,1
1139,344,1662,9.39,1
1140,344,1834,21.29,1
1141,345,1410,16.91,3
1142,345,1554,19.94,1
1143,346,1478,11.44,3
1144,346,1904,24.56,3
1145,346,2160,14.62,1
1146,346,2199,29.14,3
1147,347,1721,20.77,2
1148,347,1736,16.02,3
1149,347,1750,24.56,2
1150,347,1838,24.85,1
1151,347,2012,5.02,3
1152,347,2137,17.23,1
1153,347,2185,23.69,1
1154,347,2253,19.33,1
1155,348,1574,16.19,3
1156,348,1787,16.21,1
1157,348,1419,24.11,2
1158,349,1729,18.87,1
1159,349,1765,23.65,2
1160,349,2056,28.73,3
1161,349,2126,11.12,1
1162,349,2345,22.75,1
1163,349,2382,21.71,2
1164,350,1440,21.37,2
1165,350,1548,16.74,1
1166,350,1574,16.19,1
1167,350,1621,19.55,3
1168,350,1729,18.87,1
1169,350,1880,28.8,1
1170,350,2142,19.46,2
1171,350,2258,24.72,3
1172,350,2259,14.59,1
1173,351,1975,25.13,2
1174,351,2380,8.91,1
1175,351,1814,26.49,1
1176,351,1562,10.52,2
1177,352,1530,11.83,2
1178,352,1636,13.22,1
1179,352,1715,24.9,2
1180,353,1452,19.08,1
1181,353,1611,29.22,1
1182,353,1619,27.44,2
1183,353,1826,17.75,3
1184,353,2040,29.87,3
1185,353,2156,6.12,1
1186,353,2182,29.94,2
1187,354,2383,25.62,2
1188,354,2283,8.1,2
1189,354,1428,24.51,3
1190,355,1525,16.76,3
1191,355,1619,27.44,2
1192,355,1658,26.2,2
1193,355,1744,23.69,1
1194,355,1764,15.33,1
1195,355,1787,16.21,1
1196,355,1825,20.49,2
1197,355,1961,16.62,3
1198,355,2275,25.07,2
1199,356,1775,12.74,1
1200,356,1871,29.49,1
1201,356,1912,5.99,3
1202,356,1971,13.63,3
1203,356,1976,8.56,2
1204,356,2334,27.18,1
1205,356,2361,21.91,2
1206,357,2127,21.95,2
1207,358,1858,14.06,2
1208,359,2191,22.91,3
1209,359,2202,13.56,3
1210,359,2230,6.62,1
1211,359,2232,15.92,1
1212,359,2339,23.31,3
1213,360,2199,29.14,1
1214,360,1661,13.24,1
1215,360,2208,12.18,2
1216,360,2339,23.31,2
1217,361,2024,13.39,3
1218,361,1943,16.19,2
1219,361,2133,21.99,1
1220,362,1839,9.55,2
1221,362,2065,24.63,1
1222,362,2169,23.08,2
1223,363,1423,18.35,2
1224,363,1451,6.59,3
1225,363,1642,29.72,3
1226,363,1667,14.87,2
1227,363,1717,18.14,1
1228,363,1758,5.59,1
1229,363,1930,7.46,2
1230,363,2126,11.12,2
1231,363,2188,24.99,3
1232,364,2322,8.43,1
1233,365,1671,28.62,1
1234,365,1910,16.42,1
1235,365,2222,9.43,1
1236,366,1440,21.37,2
1237,366,1670,29.77,1
1238,366,1826,17.75,1
1239,366,1855,9.72,1
1240,366,2073,5.62,3
1241,366,2156,6.12,3
1242,367,1589,24.56,1
1243,367,1624,8.82,3
1244,367,1681,11.8,1
1245,367,1700,27.46,3
1246,367,1767,17.6,2
1247,367,2017,10.18,3
1248,367,2122,6.6,3
1249,367,2312,25.98,3
1250,368,2143,7.23,3
1251,368,2270,9.96,3
1252,368,1809,5.56,2
1253,369,1439,24.46,1
1254,369,1465,24.88,2
1255,369,1580,20.35,1
1256,369,1642,29.72,1
1257,369,1995,29.96,2
1258,369,2290,25.04,3
1259,369,2310,13.53,3
1260,369,2352,12.31,3
1261,370,2281,12.12,3
1262,370,1526,18.33,3
1263,370,1608,16.31,2
1264,370,2051,5.66,2
1265,371,2266,25.68,1
1266,371,1935,16.86,1
1267,372,1572,16.27,1
1268,372,1819,28.57,1
1269,372,1969,13.33,2
1270,372,2037,9.24,2
1271,372,2361,21.91,1
1272,373,2014,25.44,2
1273,373,1590,15.32,3
1274,373,1797,28.87,1
1275,373,2136,15.48,3
1276,374,1548,16.74,2
1277,374,2129,5.57,3
1278,374,2264,14.66,1
1279,375,1429,16.93,1
1280,375,1435,15.82,3
1281,375,1546,18.34,3
1282,375,1597,18.99,2
1283,375,1699,27.7,1
1284,375,1803,12.55,3
1285,375,1920,25.28,1
1286,375,2013,18.44,2
1287,375,2236,19.17,1
1288,376,1394,6.99,2
1289,376,1427,21.81,1
1290,376,1457,22.97,2
1291,376,1643,21.31,1
1292,376,1720,8.75,2
1293,376,2321,14.07,1
1294,377,1409,15.78,2
1295,378,1525,16.76,2
1296,378,2214,18.19,2
1297,378,1869,18.9,3
1298,378,1998,11.92,2
1299,378,2203,14.36,1
1300,379,1462,6.09,1
1301,380,1562,10.52,1
1302,381,1481,9.46,3
1303,381,1416,24.48,1
1304,381,1813,23.62,1
1305,381,2052,29.51,1
1306,381,1519,25.24,3
1307,382,1548,16.74,2
1308,382,2129,5.57,3
1309,382,2264,14.66,1
1310,383,1615,24.07,2
1311,383,1931,23.59,3
1312,383,1952,27.01,3
1313,383,2157,17.63,3
1314,383,2257,21.62,1
1315,384,1571,15.28,2
1316,384,1632,22.74,1
1317,385,1421,13.36,2
1318,385,1469,26.16,1
1319,385,1514,6.86,3
1320,385,1631,16.42,2
1321,385,1798,8.82,2
1322,385,1847,7.92,3
1323,385,2006,27.61,1
1324,385,2278,5.57,2
1325,386,2087,19.91,3
1326,386,2213,13.61,1
1327,386,2220,26.09,3
1328,386,2326,8.23,2
1329,386,1713,19.93,3
1330,387,1500,7.78,2
1331,388,1983,10.82,1
1332,389,1952,27.01,1
1333,390,2116,15.01,3
1334,391,1957,5.67,2
1335,391,1683,12.59,1
1336,391,1629,25.99,3
1337,392,1729,18.87,1
1338,392,2248,27.72,3
1339,392,1635,26.69,3
1340,392,1752,26.92,1
1341,393,1753,26.03,2
1342,393,2212,25.35,1
1343,393,2375,20.59,2
1344,394,2043,14.67,3
1345,394,1997,20.85,3
1346,394,2136,15.48,1
1347,395,1749,13.32,2
1348,395,2257,21.62,1
1349,395,2357,19.32,1
1350,395,1436,25.17,2
1351,396,2374,6.11,1
1352,396,1728,24.58,2
1353,396,1718,10.14,2
1354,396,1431,27.06,2
1355,397,1881,11.42,3
1356,397,1458,10.13,2
1357,397,2078,29.05,2
1358,398,1451,6.59,3
1359,398,1745,21.49,1
1360,398,2173,9.41,1
1361,398,2338,18.28,1
1362,399,2205,9.69,1
1363,399,1618,6.45,2
1364,399,2086,7.95,3
1365,399,1684,15.96,1
1366,399,1976,8.56,3
1367,400,1430,7.1,3
1368,400,1501,27.34,1
1369,400,1526,18.33,2
1370,400,1557,8.52,3
1371,400,1587,7.44,3
1372,400,1618,6.45,2
1373,400,1727,11.9,3
1374,400,1778,22.97,3
1375,401,1585,29.84,3
1376,401,2222,9.43,1
1377,401,1526,18.33,2
1378,401,1834,21.29,1
1379,401,1839,9.55,1
1380,402,1427,21.81,3
1381,402,1526,18.33,3
1382,402,1543,8.54,2
1383,402,1739,13.93,1
1384,402,1948,8.58,3
1385,402,2085,23.79,2
1386,402,2180,6.33,1
1387,403,2290,25.04,2
1388,403,1910,16.42,1
1389,403,1638,14.29,2
1390,404,1897,22.87,1
1391,404,2287,27.82,3
1392,404,2329,18.52,3
1393,405,2051,5.66,1
1394,405,2069,20.29,1
1395,405,1498,13.84,2
1396,405,1875,26.12,1
1397,405,1546,18.34,3
1398,406,1647,13.95,2
1399,406,1810,16.81,3
1400,406,1857,17.75,3
1401,406,2052,29.51,1
1402,406,2228,24.33,3
1403,406,2234,16.93,1
1404,407,1743,9.78,1
1405,407,1882,18.08,3
1406,407,2042,27.12,2
1407,407,2100,28.76,2
1408,407,2107,28.61,3
1409,407,2271,18.4,3
1410,407,2379,22.78,2
1411,408,2275,25.07,2
1412,408,1760,19.15,1
1413,408,2339,23.31,3
1414,409,1577,17.48,2
1415,409,1767,17.6,2
1416,409,1952,27.01,3
1417,409,2023,22.97,2
1418,409,2149,14.46,2
1419,409,2158,15.57,1
1420,409,2382,21.71,3
1421,410,1721,20.77,2
1422,410,1736,16.02,3
1423,410,1750,24.56,2
1424,410,1838,24.85,1
1425,410,2012,5.02,3
1426,410,2137,17.23,1
1427,410,2185,23.69,1
1428,410,2253,19.33,1
1429,411,1427,21.81,3
1430,411,1526,18.33,3
1431,411,1543,8.54,2
1432,411,1739,13.93,1
1433,411,1948,8.58,3
1434,411,2085,23.79,2
1435,411,2180,6.33,1
1436,412,1615,24.07,2
1437,412,1931,23.59,3
1438,412,1952,27.01,3
1439,412,2157,17.63,3
1440,412,2257,21.62,1
1441,413,2383,25.62,1
1442,413,1610,10.16,2
1443,413,1881,11.42,2
1444,413,2246,5.36,2
1445,414,2303,13.86,2
1446,414,2117,8.73,2
1447,414,1473,18.01,2
1448,414,1403,15.27,2
1449,415,1401,25.34,2
1450,415,1756,25.62,3
1451,415,1908,24.92,2
1452,415,1947,14.65,3
1453,415,2108,6.77,3
1454,415,2310,13.53,3
1455,415,2336,12.1,1
1456,416,1427,21.81,3
1457,416,1526,18.33,3
1458,416,1543,8.54,2
1459,416,1739,13.93,1
1460,416,1948,8.58,3
1461,416,2085,23.79,2
1462,416,2180,6.33,1
1463,417,2090,22.45,1
1464,417,1754,29.55,1
1465,417,1513,28.52,3
1466,418,1530,11.83,2
1467,418,1636,13.22,1
1468,418,1715,24.9,2
1469,419,1612,10.4,1
1470,419,1782,11.29,3
1471,419,1801,7.24,3
1472,419,1991,17.53,3
1473,419,2002,13.76,2
1474,419,2033,5.83,3
1475,419,2070,7.22,2
1476,419,2098,24.36,3
1477,420,1592,20.85,2
1478,420,1808,20.32,2
1479,420,2018,18.86,3
1480,420,2055,18.79,3
1481,420,2130,28.19,2
1482,420,2209,7.83,1
1483,420,2293,8.79,1
1484,421,1540,24.7,3
1485,421,1953,10.19,1
1486,421,1957,5.67,1
1487,421,1969,13.33,1
1488,421,2320,19.4,2
1489,422,1548,16.74,2
1490,422,2129,5.57,3
1491,422,2264,14.66,1
1492,423,1839,9.55,2
1493,423,2065,24.63,1
1494,423,2169,23.08,2
1495,424,2235,21.4,2
1496,424,1520,5.77,3
1497,425,1775,12.74,3
1498,425,1889,11.53,3
1499,425,1474,24.83,2
1500,426,2321,14.07,3
1501,426,1965,5.7,3
1502,426,2163,14.87,3
1503,426,2066,27.83,1
1504,427,1868,18.83,1
1505,428,1409,15.78,3
1506,428,1509,22.77,2
1507,428,1919,24.65,1
1508,428,2128,26.33,2
1509,429,1430,7.1,3
1510,429,1501,27.34,1
1511,429,1526,18.33,2
1512,429,1557,8.52,3
1513,429,1587,7.44,3
1514,429,1618,6.45,2
1515,429,1727,11.9,3
1516,429,1778,22.97,3
1517,430,1546,18.34,3
1518,430,1669,20.77,1
1519,430,2086,7.95,3
1520,431,1434,18.96,1
1521,431,1645,9.99,2
1522,431,1673,20.95,1
1523,431,1841,21.97,3
1524,431,1931,23.59,3
1525,431,1950,11.35,1
1526,431,2046,17.07,2
1527,432,1810,16.81,3
1528,433,1405,10.78,1
1529,433,2136,15.48,1
1530,434,2034,16.82,3
1531,434,1586,24.98,3
1532,434,1686,12.89,1
1533,434,1951,28.0,3
1534,435,1727,11.9,1
1535,435,1627,10.72,3
1536,436,1406,20.72,1
1537,436,1408,21.49,2
1538,436,1558,9.06,2
1539,436,1601,11.63,1
1540,436,1715,24.9,3
1541,436,2093,8.13,3
1542,436,2355,10.29,1
1543,436,2356,27.67,3
1544,437,2164,15.03,1
1545,437,2237,7.9,3
1546,438,1394,6.99,2
1547,438,1397,28.53,1
1548,438,1405,10.78,2
1549,438,1771,11.32,1
1550,438,2084,20.21,3
1551,438,2133,21.99,2
1552,438,2320,19.4,2
1553,438,2330,30.0,2
1554,439,1504,18.3,3
1555,439,1572,16.27,1
1556,439,1584,28.18,2
1557,439,1852,18.49,3
1558,439,2118,26.14,2
1559,439,2139,24.8,2
1560,439,2242,26.99,1
1561,439,2321,14.07,2
1562,439,2357,19.32,2
1563,440,1427,21.81,1
1564,440,1601,11.63,3
1565,440,2133,21.99,2
1566,440,2135,27.72,1
1567,440,2247,29.52,3
1568,440,2337,6.93,2
1569,441,1423,18.35,2
1570,441,1451,6.59,3
1571,441,1642,29.72,3
1572,441,1667,14.87,2
1573,441,1717,18.14,1
1574,441,1758,5.59,1
1575,441,1930,7.46,2
1576,441,2126,11.12,2
1577,441,2188,24.99,3
1578,442,1456,7.23,2
1579,442,1642,29.72,3
1580,442,2370,26.07,1
1581,442,2289,29.56,3
1582,443,1413,25.59,2
1583,444,1452,19.08,1
1584,444,1611,29.22,1
1585,444,1619,27.44,2
1586,444,1826,17.75,3
1587,444,2040,29.87,3
1588,444,2156,6.12,1
1589,444,2182,29.94,2
1590,445,1401,25.34,2
1591,445,1756,25.62,3
1592,445,1908,24.92,2
1593,445,1947,14.65,3
1594,445,2108,6.77,3
1595,445,2310,13.53,3
1596,445,2336,12.1,1
1597,446,2049,12.84,3
1598,446,1399,22.85,3
1599,446,2199,29.14,2
1600,446,1999,8.9,2
1601,447,1794,25.26,3
1602,447,1824,10.97,2
1603,448,2148,27.79,2
1604,448,2348,21.12,1
1605,448,2142,19.46,1
1606,448,2373,15.78,2
1607,449,1940,5.81,3
1608,449,1734,6.06,3
1609,449,1510,10.96,2
1610,450,1871,29.49,2
1611,450,1495,10.88,2
1612,450,1544,7.35,1
1613,451,1490,6.93,3
1614,451,1685,13.51,1
1615,451,1857,17.75,2
1616,451,2101,20.8,3
1617,451,2126,11.12,2
1618,451,2220,26.09,1
1619,451,2280,15.64,2
1620,451,2318,21.16,3
1621,451,2379,22.78,1
1622,452,2249,15.93,3
1623,452,2169,23.08,2
1624,452,1998,11.92,3
1625,452,2311,10.2,3
1626,452,1905,21.96,1
1627,453,1810,16.81,3
1628,453,1862,7.5,3
1629,453,1657,26.42,3
1630,453,1534,28.28,2
1631,453,1726,22.17,3
1632,454,1981,20.87,1
1633,454,1556,20.5,1
1634,454,2214,18.19,3
1635,454,1395,14.47,3
1636,455,1814,26.49,1
1637,455,1681,11.8,3
1638,456,1627,10.72,2
1639,456,1647,13.95,1
1640,456,1951,28.0,2
1641,456,2107,28.61,2
1642,456,2371,9.07,3
1643,457,1655,21.18,1
1644,458,1475,12.32,3
1645,458,1807,22.88,2
1646,458,2110,11.94,2
1647,458,2143,7.23,2
1648,458,2149,14.46,3
1649,458,2244,14.78,1
1650,459,1833,14.33,2
1651,459,2259,14.59,2
1652,459,1485,26.58,3
1653,459,1629,25.99,1
1654,459,1420,8.29,1
1655,460,1398,5.72,3
1656,460,1498,13.84,3
1657,460,1506,6.23,2
1658,460,1587,7.44,3
1659,460,1626,29.38,2
1660,460,1639,25.82,1
1661,460,1714,6.33,3
1662,460,2379,22.78,2
1663,461,1875,26.12,1
1664,461,2155,8.35,1
1665,461,2226,17.93,2
1666,462,1535,14.29,3
1667,462,2024,13.39,2
1668,462,2035,10.35,3
1669,462,2046,17.07,2
1670,462,2133,21.99,1
1671,462,2200,27.96,3
1672,462,2214,18.19,3
1673,462,2237,7.9,2
1674,463,1421,13.36,2
1675,463,1469,26.16,1
1676,463,1514,6.86,3
1677,463,1631,16.42,2
1678,463,1798,8.82,2
1679,463,1847,7.92,3
1680,463,2006,27.61,1
1681,463,2278,5.57,2
1682,464,1440,21.37,2
1683,464,1670,29.77,1
1684,464,1826,17.75,1
1685,464,1855,9.72,1
1686,464,2073,5.62,3
1687,464,2156,6.12,3
1688,465,1535,14.29,3
1689,465,2024,13.39,2
1690,465,2035,10.35,3
1691,465,2046,17.07,2
1692,465,2133,21.99,1
1693,465,2200,27.96,3
1694,465,2214,18.19,3
1695,465,2237,7.9,2
1696,466,1904,24.56,2
1697,466,2295,21.6,2
1698,467,2343,27.0,1
1699,467,1691,23.67,2
1700,467,2370,26.07,1
1701,467,2213,13.61,3
1702,468,1418,11.5,2
1703,468,2223,11.62,3
1704,468,2025,12.27,2
1705,469,1845,29.11,2
1706,469,1732,10.1,2
1707,469,1911,29.26,1
1708,469,1583,18.98,3
1709,469,1505,5.72,3
1710,470,2284,8.12,1
1711,470,2258,24.72,2
1712,470,2320,19.4,2
1713,471,1421,13.36,3
1714,471,1440,21.37,2
1715,471,2195,14.11,3
1716,471,1466,20.59,1
1717,472,1729,18.87,1
1718,472,1765,23.65,2
1719,472,2056,28.73,3
1720,472,2126,11.12,1
1721,472,2345,22.75,1
1722,472,2382,21.71,2
1723,473,1589,24.56,1
1724,473,1624,8.82,3
1725,473,1681,11.8,1
1726,473,1700,27.46,3
1727,473,1767,17.6,2
1728,473,2017,10.18,3
1729,473,2122,6.6,3
1730,473,2312,25.98,3
1731,474,1423,18.35,2
1732,474,1451,6.59,3
1733,474,1642,29.72,3
1734,474,1667,14.87,2
1735,474,1717,18.14,1
1736,474,1758,5.59,1
1737,474,1930,7.46,2
1738,474,2126,11.12,2
1739,474,2188,24.99,3
1740,475,1661,13.24,3
1741,475,1594,19.12,2
1742,475,1939,11.01,2
1743,476,2075,19.15,1
1744,476,1936,21.88,3
1745,476,1539,5.89,2
1746,476,1421,13.36,1
1747,477,1821,13.93,3
1748,477,1760,19.15,1
1749,477,1891,7.47,1
1750,478,2025,12.27,2
1751,478,1494,27.57,2
1752,478,1453,20.67,2
1753,478,1481,9.46,2
1754,479,1446,27.41,1
1755,479,1683,12.59,1
1756,479,1732,10.1,3
1757,479,1798,8.82,2
1758,479,1894,29.11,2
1759,480,1757,28.13,3
1760,480,1832,25.7,3
1761,480,1872,28.29,2
1762,480,2009,21.42,2
1763,480,2087,19.91,2
1764,480,2131,11.78,3
1765,481,1524,15.65,2
1766,481,1551,14.91,2
1767,481,1562,10.52,3
1768,481,1830,5.77,3
1769,481,2003,7.34,3
1770,481,2027,15.65,3
1771,481,2136,15.48,1
1772,482,1524,15.65,2
1773,482,1551,14.91,2
1774,482,1562,10.52,3
1775,482,1830,5.77,3
1776,482,2003,7.34,3
1777,482,2027,15.65,3
1778,482,2136,15.48,1
1779,483,1836,10.13,3
1780,483,1609,25.56,2
1781,483,1487,27.39,3
1782,484,1678,24.27,2
1783,484,1812,14.09,3
1784,484,2011,21.05,1
1785,484,2051,5.66,1
1786,484,1983,10.82,3
1787,485,2035,10.35,2
1788,485,1463,11.25,2
1789,485,1838,24.85,3
1790,485,1608,16.31,1
1791,486,1440,21.37,2
1792,486,1548,16.74,1
1793,486,1574,16.19,1
1794,486,1621,19.55,3
1795,486,1729,18.87,1
1796,486,1880,28.8,1
1797,486,2142,19.46,2
1798,486,2258,24.72,3
1799,486,2259,14.59,1
1800,487,1587,7.44,1
1801,487,2229,19.55,3
1802,487,1645,9.99,1
1803,488,1512,7.32,2
1804,488,1537,25.02,2
1805,488,1542,13.72,2
1806,488,1887,12.6,3
1807,488,1975,25.13,1
1808,488,2016,15.04,2
1809,488,2225,19.79,1
1810,488,2266,25.68,3
1811,489,2077,17.9,3
1812,490,1393,17.44,3
1813,491,1434,18.96,1
1814,491,1645,9.99,2
1815,491,1673,20.95,1
1816,491,1841,21.97,3
1817,491,1931,23.59,3
1818,491,1950,11.35,1
1819,491,2046,17.07,2
1820,492,2214,18.19,1
1821,492,1600,29.97,3
1822,492,2041,18.42,2
1823,492,2143,7.23,3
1824,493,1961,16.62,2
1825,493,1896,23.03,2
1826,493,1497,21.25,3
1827,493,1882,18.08,1
1828,494,1584,28.18,2
1829,494,1655,21.18,2
1830,494,1794,25.26,1
1831,494,1816,28.8,3
1832,494,1866,28.33,1
1833,494,2066,27.83,1
1834,494,2347,7.96,3
1835,495,1427,21.81,3
1836,495,1526,18.33,3
1837,495,1543,8.54,2
1838,495,1739,13.93,1
1839,495,1948,8.58,3
1840,495,2085,23.79,2
1841,495,2180,6.33,1
1842,496,1892,11.24,1
1843,497,2104,16.74,2
1844,497,1457,22.97,2
1845,497,2142,19.46,1
1846,497,2339,23.31,3
1847,497,1659,15.39,2
1848,498,1398,5.72,3
1849,498,1498,13.84,3
1850,498,1506,6.23,2
1851,498,1587,7.44,3
1852,498,1626,29.38,2
1853,498,1639,25.82,1
1854,498,1714,6.33,3
1855,498,2379,22.78,2
1856,499,1587,7.44,2
1857,499,2285,28.79,1
1858,499,2273,16.95,2
1859,500,1430,7.1,3
1860,500,1501,27.34,1
1861,500,1526,18.33,2
1862,500,1557,8.52,3
1863,500,1587,7.44,3
1864,500,1618,6.45,2
1865,500,1727,11.9,3
1866,500,1778,22.97,3
1867,501,1406,20.72,1
1868,501,1408,21.49,2
1869,501,1558,9.06,2
1870,501,1601,11.63,1
1871,501,1715,24.9,3
1872,501,2093,8.13,3
1873,501,2355,10.29,1
1874,501,2356,27.67,3
1875,502,1416,24.48,3
1876,503,1868,18.83,1
1877,503,1476,10.69,1
1878,504,1402,18.85,1
1879,504,1995,29.96,2
1880,504,2036,28.82,2
1881,504,2123,6.17,1
1882,504,2167,22.77,1
1883,505,2382,21.71,3
1884,506,1485,26.58,1
1885,506,1682,19.72,2
1886,506,2274,23.69,3
1887,506,2378,22.63,3
1888,507,1440,21.37,2
1889,507,1548,16.74,1
1890,507,1574,16.19,1
1891,507,1621,19.55,3
1892,507,1729,18.87,1
1893,507,1880,28.8,1
1894,507,2142,19.46,2
1895,507,2258,24.72,3
1896,507,2259,14.59,1
1897,508,1430,7.1,3
1898,508,1501,27.34,1
1899,508,1526,18.33,2
1900,508,1557,8.52,3
1901,508,1587,7.44,3
1902,508,1618,6.45,2
1903,508,1727,11.9,3
1904,508,1778,22.97,3
1905,509,1558,9.06,3
1906,509,1721,20.77,2
1907,509,1780,5.9,1
1908,509,1790,25.18,2
1909,509,1923,12.29,1
1910,509,1991,17.53,2
1911,509,2084,20.21,2
1912,509,2125,17.14,1
1913,509,2179,18.79,1
1914,510,1409,15.78,3
1915,510,1509,22.77,2
1916,510,1919,24.65,1
1917,510,2128,26.33,2
1918,511,1890,26.7,2
1919,512,2287,27.82,3
1920,512,1870,14.56,1
1921,513,1757,28.13,3
1922,513,1832,25.7,3
1923,513,1872,28.29,2
1924,513,2009,21.42,2
1925,513,2087,19.91,2
1926,513,2131,11.78,3
1927,514,2084,20.21,2
1928,514,2278,5.57,1
1929,514,1682,19.72,1
1930,514,2265,28.14,2
1931,515,2072,22.05,2
1932,515,1524,15.65,1
1933,516,2191,22.91,3
1934,516,2202,13.56,3
1935,516,2230,6.62,1
1936,516,2232,15.92,1
1937,516,2339,23.31,3
1938,517,1546,18.34,3
1939,517,1771,11.32,1
1940,517,1711,5.54,1
1941,517,1453,20.67,1
1942,518,2260,8.82,2
1943,518,2053,11.85,1
1944,518,1935,16.86,1
1945,518,2309,7.58,3
1946,519,1402,18.85,1
1947,519,1995,29.96,2
1948,519,2036,28.82,2
1949,519,2123,6.17,1
1950,519,2167,22.77,1
1951,520,1530,11.83,2
1952,520,1636,13.22,1
1953,520,1715,24.9,2
1954,521,1388,19.57,3
1955,522,1643,21.31,2
1956,522,1780,5.9,1
1957,522,1789,15.08,3
1958,522,1852,18.49,1
1959,522,1882,18.08,2
1960,522,1933,12.73,1
1961,522,2356,27.67,3
1962,523,1601,11.63,1
1963,523,2082,13.42,3
1964,523,2196,7.54,1
1965,523,1786,7.07,2
1966,523,1639,25.82,1
1967,524,1598,26.16,1
1968,524,2149,14.46,3
1969,524,1996,8.88,2
1970,524,1429,16.93,2
1971,525,1414,8.87,1
1972,525,1491,15.92,2
1973,525,1990,21.68,1
1974,526,1584,28.18,2
1975,526,1655,21.18,2
1976,526,1794,25.26,1
1977,526,1816,28.8,3
1978,526,1866,28.33,1
1979,526,2066,27.83,1
1980,526,2347,7.96,3
1981,527,2166,9.14,3
1982,527,1415,22.85,1
1983,528,1399,22.85,3
1984,528,1477,11.45,3
1985,528,1487,27.39,1
1986,528,1736,16.02,2
1987,529,1757,28.13,3
1988,529,1832,25.7,3
1989,529,1872,28.29,2
1990,529,2009,21.42,2
1991,529,2087,19.91,2
1992,529,2131,11.78,3
1993,530,2234,16.93,2
1994,530,1560,11.35,1
1995,531,1996,8.88,1
1996,531,2230,6.62,1
1997,531,2243,17.69,3
1998,532,1413,25.59,1
1999,532,1854,18.64,2
2000,532,1862,7.5,1
2001,532,1958,22.69,3
2002,532,2133,21.99,3
2003,532,2155,8.35,3
2004,532,2156,6.12,2
2005,532,2312,25.98,2
2006,533,1495,10.88,3
2007,533,1414,8.87,2
2008,533,1406,20.72,2
2009,533,2099,15.28,3
2010,533,2041,18.42,2
2011,534,1680,9.28,3
2012,534,1906,17.51,3
2013,534,1919,24.65,1
2014,534,2181,24.9,1
2015,535,1548,16.74,2
2016,535,2129,5.57,3
2017,535,2264,14.66,1
2018,536,1572,16.27,1
2019,536,1819,28.57,1
2020,536,1969,13.33,2
2021,536,2037,9.24,2
2022,536,2361,21.91,1
2023,537,1597,18.99,1
2024,537,2352,12.31,1
2025,537,1594,19.12,2
2026,537,1570,21.27,2
2027,537,2018,18.86,1
2028,538,1404,24.5,3
2029,538,1548,16.74,3
2030,538,1860,19.44,3
2031,538,2085,23.79,1
2032,538,2139,24.8,1
2033,538,2142,19.46,3
2034,538,2160,14.62,2
2035,539,1986,27.3,2
2036,539,2095,5.38,1
2037,539,2310,13.53,1
2038,539,1554,19.94,3
2039,540,2323,29.26,3
2040,540,2273,16.95,1
2041,540,1629,25.99,2
2042,540,1871,29.49,3
2043,540,2244,14.78,3
2044,541,1436,25.17,2
2045,541,1531,20.16,1
2046,541,1544,7.35,2
2047,541,1998,11.92,3
2048,541,2206,25.89,2
2049,541,2257,21.62,3
2050,541,2264,14.66,2
2051,542,1395,14.47,3
2052,542,1435,15.82,2
2053,542,1720,8.75,1
2054,542,1878,8.75,3
2055,542,2379,22.78,2
2056,543,1392,25.76,2
2057,543,1576,6.94,2
2058,543,1810,16.81,1
2059,543,2014,25.44,1
2060,543,2141,28.57,3
2061,543,2180,6.33,3
2062,543,2310,13.53,2
2063,544,1727,11.9,1
2064,545,1472,25.69,2
2065,545,1434,18.96,3
2066,546,1525,16.76,3
2067,546,1619,27.44,2
2068,546,1658,26.2,2
2069,546,1744,23.69,1
2070,546,1764,15.33,1
